Name,City,Specialization,Hospital,description 
Dr. Hafeez Ur Rehman,JHELUM,Pulmonologist / Lung Specialist,"Sarmad Hospital, Mohalla Islampura, Jhelum",Pulmonologist / Lung Specialist
Dr. Sohail Hafeez (ltcol),JHELUM,Orthopedic Surgeon,"Cmh Hospital, Cantt, Jhelum",Orthopedic Surgeon
Dr. Ibrahim Pasha (lf-col),JHELUM,Orthopedic Surgeon,"Cmh Hospital, Cantt, Jhelum",Orthopedic Surgeon
Dr. M Asad Qureshi,JHELUM,Orthopedic Surgeon,"Cmh Hospital, Cantt, Jhelum",Orthopedic Surgeon
Dr. Daud Raza,JHELUM,Orthopedic Surgeon,"Cmh Hospital, Cantt, Jhelum",Orthopedic Surgeon
Dr. Lt Col R Zafar Iqbal Zafar,JHELUM,Pediatrician,"Khadim Ali Memorial Hospital, Machine Mohalla, Jhelum",Pediatrician
Dr. Misbah Yousaf,JHELUM,Pediatrician,No Address Available,Pediatrician
Dr. Maryam Zulfiqar,JHELUM,Pediatrician,No Address Available,Pediatrician
Dr. Muhammad Sufian Pasha,JHELUM,General Physician,"Ch. Pervaiz Elahi Institute Of Cardiology Hospital, Dera Adda, Multan",General Physician
Dr. Aftab Alam,JHELUM,General Physician,"Cmh Hospital, Cantt, Jhelum",General Physician
Dr. Saleha Mushtaq,JHELUM,General Physician,No Address Available,General Physician
Dr. Gul Jabeen,JHELUM,General Physician,No Address Available,General Physician
Dr. Muhammad Umair Iqbal,JHELUM,General Physician,No Address Available,General Physician
Dr. Shafia Arshad,JHELUM,General Physician,No Address Available,General Physician
Dr. Sohaib Khalid,JHELUM,General Physician,"Wapda Hospital (Mangla), Sector D-3 New Mirpur City, Azad Jammu and Kashmir, Mirpur",General Physician
Dr. Tanzeela Aslam,JHELUM,General Physician,No Address Available,General Physician
Dr. Sharjeel Ahmed,JHELUM,General Physician,"Zahidi Hospital, Jandala, Bhimber",General Physician
Dr. Aamir Khan,JHELUM,General Physician,No Address Available,General Physician
Dr. Israr Ahmed,JHELUM,General Physician,No Address Available,General Physician
Dr. M Omer Chadhar,JHELUM,General Physician,No Address Available,General Physician
Dr. Amir Sultan Sabir,JHELUM,General Practitioner,"Jhelum Medical Centre, Near DHQ hospital, Jhelum",General Practitioner
Dr. Mohsin Tahir,JHELUM,Ent Specialist,No Address Available,Ent Specialist
Dr. Ammar Bin Ahsan,JHELUM,Neuro Surgeon,"Captain Muazzam Ali Shaheed Hospital, Kala Gujran, Jhelum",Neuro Surgeon
Dr. Muhammad Jazib Ijaz,JHELUM,Neuro Surgeon,"Sarmad Hospital, Mohalla Islampura, Jhelum",Neuro Surgeon
Dr. Meesam Raza Bhutta,KABIRWALA,General Physician,"Bhutta Clinic, Khanewal Road, Kabirwala",General Physician
Dr. Rabia Ishfaq,KAMOKE,Dermatologist,"Al Shifa Surgical Hospital, Kamoke, Kamoke",Dermatologist
Dr. Mehwish Ahtsham,KAMOKE,Gynecologist,"Siddique medicare Hospital, Pak Town, Kamoke",Gynecologist
Dr. Shahid Munir,KAMOKE,Gastroenterologist,"Siddique medicare Hospital, Pak Town, Kamoke",Gastroenterologist
Dr. Khurram Bashir,KAMOKE,Orthopedic Surgeon,"Rahat Abdul Gufar Medical Complex, Eminabad, Gujranwala",Orthopedic Surgeon
Dr. Sarmad Saleem,KAMOKE,General Physician,"Lahore General Hospital, Ferozepur Road, Lahore",General Physician
Dr. Nadeem Sohail,KAMOKE,"Eye Specialist, Eye Surgeon","Shifa Eye Hospital Kamoke, GT Road, Kamoke","Eye Specialist, Eye Surgeon"
Dr. Ishtiaque Ahmed,KANDIARO,Dermatologist,"Mehran Medical Centr Hospital, Dist. Noasharo Feroze, Kandiaro",Dermatologist
Dr. Anil Kumar,KASHMOR,Dermatologist,"Skin Care Hospital, kashmoor, Kashmor",Dermatologist
Dr. M.awais Khan,KASUR,Dermatologist,"Wali Hospital, Kasur City, Kasur",Dermatologist
Dr. Ammar Yasir,KASUR,Neurologist,"Allama Iqbal Hospital, DHQ hospital, Kasur",Neurologist
Dr. Khawaja Muhammad Ali,KASUR,Neurologist,"Al Rehman Hospital, Al Rehman Garden Phase 2, Lahore",Neurologist
Dr. Safdar Iqbal,KASUR,Gynecologist,"Ashraf Medical Surgical Complex &amp; Delivery Home, kasur, Kasur",Gynecologist
Prof. Dr. Yousaf Latif,KASUR,Gynecologist,"Arif Memorial Speciality Clinics And Diagnostic Center, Tariq Colony, Kasur",Gynecologist
Dr. Memoona,KASUR,Gynecologist,"Arif Memorial Speciality Clinics And Diagnostic Center, Tariq Colony, Kasur",Gynecologist
Asst. Prof. Dr. Arjmand Iftikhar,KASUR,Gynecologist,"Arif Memorial Speciality Clinics And Diagnostic Center, Tariq Colony, Kasur",Gynecologist
Prof. Dr. Farrukh Zaman Khan,KASUR,Gynecologist,"Hameed Latif Hospital, Garden Town, Lahore",Gynecologist
Asst. Prof. Dr. Lamia Yousaf,KASUR,Gynecologist,"Arif Memorial Speciality Clinics And Diagnostic Center, Tariq Colony, Kasur",Gynecologist
Dr. Kamran Zadi,KASUR,Urologist,"Wali Hospital, Kasur City, Kasur",Urologist
Dr. Muhammad Ahmed Nawaz Khan,KASUR,Orthopedic Surgeon,"National Hospital, Irrigation Colony, Kasur",Orthopedic Surgeon
Dr. A J A Samdani,KASUR,Pediatrician,"Arif Memorial Speciality Clinics And Diagnostic Center, Tariq Colony, Kasur",Pediatrician
Dr. Hafiz Fatim Jawad,KASUR,General Physician,"Abdul Qadir Poly Clinic, district khudian khaas, Kasur",General Physician
Dr. Anam Sana,KASUR,General Physician,No Address Available,General Physician
Dr. Muhammad Usman Habib,KASUR,Pediatrician,No Address Available,Pediatrician
Asst. Prof. Dr. Zaheer Akhtar,KASUR,General Physician,"Wali Hospital, Kasur City, Kasur",General Physician
Dr. Usman Saleem,KASUR,General Physician,"Arif Memorial Speciality Clinics And Diagnostic Center, Tariq Colony, Kasur",General Physician
Asst. Prof. Dr. Raheel,KASUR,General Physician,"Arif Memorial Speciality Clinics And Diagnostic Center, Tariq Colony, Kasur",General Physician
Asst. Prof. Dr. Sadaf Yousaf,KASUR,General Physician,"Arif Memorial Speciality Clinics And Diagnostic Center, Tariq Colony, Kasur",General Physician
Dr. Asim Hameed,KASUR,General Physician,"Arif Memorial Speciality Clinics And Diagnostic Center, Tariq Colony, Kasur",General Physician
Dr. Naeem Farakh,KASUR,General Physician,"Family Medical Center, Qadirabad, Kasur",General Physician
Asst. Prof. Dr. M. Atif Qureshi,KASUR,General Physician,"Sharif Medical Complex Hospital, Kasur City, Kasur",General Physician
Prof. Dr. Fawad Shafique,KASUR,General Physician,"Bhatti International Hospital, Raiwand Road, Kasur",General Physician
Dr. Rukhsar Ahmad,KASUR,General Physician,"Bhatti International Hospital, Raiwand Road, Kasur",General Physician
Mohammad Zafar Iqbal,KASUR,"Psychologist, Homeopath, Sexologist","KHAWB KONSULTINGS Health &amp;wellbeing, Mustafabad, Kasur","Psychologist, Homeopath, Sexologist"
Asst. Prof. Dr. Tarique Ali Sheikh,KASUR,"Ent Specialist, Ent Surgeon","Sharif Medical Complex Hospital, Kasur City, Kasur","Ent Specialist, Ent Surgeon"
Asst. Prof. Dr. Mazhar Iftikhar,KASUR,Ent Specialist,"Wali Hospital, Kasur City, Kasur",Ent Specialist
Prof. Dr. Babar Hussain,KASUR,Ent Specialist,"Arif Memorial Speciality Clinics And Diagnostic Center, Tariq Colony, Kasur",Ent Specialist
Dr. Asim Waseem,KASUR,Eye Surgeon,"Sharif Medical Complex Hospital, Kasur City, Kasur",Eye Surgeon
Asst. Prof. Dr. Yaser Ud Din Khan Hoti,KASUR,Neuro Surgeon,"Bhatti International Hospital, Raiwand Road, Kasur",Neuro Surgeon
Dr. Mohammad Haroon Hafeez,KASUR,Neuro Surgeon,"Kasur City Hospital, Saeedabad, Kasur",Neuro Surgeon
Dr. Muhammad Asif,KHAIRPUR,Neurologist,"Al Noor Medical Store and Center, Sindh, Khairpur",Neurologist
Dr. Faiza Shabir Ahmed,KHAIRPUR,Gynecologist,No Address Available,Gynecologist
Assoc. Prof. Dr. Bushra Begum Ramejo,KHAIRPUR,Gynecologist,"Rameja Medical centre, Civil Line, Khairpur",Gynecologist
Prof. Dr. Abdul Rasheed Shaikh,KHAIRPUR,Urologist,No Address Available,Urologist
Dr. Muhammad Ramzan,KHAIRPUR,Gastroenterologist,"Gambat institute of medical sciences, Sindh, Khairpur",Gastroenterologist
Dr. Ghulam Abbas,KHAIRPUR,Pulmonologist / Lung Specialist,No Address Available,Pulmonologist / Lung Specialist
Dr. Muhammad Waqas Siddiqui,KHAIRPUR,Orthopedic Surgeon,No Address Available,Orthopedic Surgeon
Dr. Kashif Khaskheli,KHAIRPUR,Pediatrician,"Al Noor Medical Store And Center, Sindh, Khairpur",Pediatrician
Dr. Rahul Rai Shiwlani,KHAIRPUR,General Practitioner,"Gambat institute of medical sciences, Sindh, Khairpur",General Practitioner
Dr. Ishtiaque Ahmed,KHAIRPUR,General Physician,"Mehran Medical Centr Hospital, Dist. Noasharo Feroze, Kandiaro",General Physician
Prof. Dr. Safdar Hussain Arain,KHAIRPUR,Neuro Surgeon,No Address Available,Neuro Surgeon
Dr. Sabahat Shahzad,KHANEWAL,Dermatologist,"M.A.S.H. Medical Centre, Gillani Colony, Multan",Dermatologist
Dr. Omaina Awan,KHANEWAL,Gynecologist,"Hayat Medical Complex Hospital, Khanewal City, Khanewal",Gynecologist
Asst. Prof. Dr. Hassaan Yousaf Bhutta,KHANEWAL,Gastroenterologist,"Wamiq Surgical Hospital, Fateh Sher Colony, Sahiwal",Gastroenterologist
Dr. Bushra Naseem Khosa,KHANEWAL,Pediatrician,No Address Available,Pediatrician
Dr. Zubair Ahmed Khan,KHANEWAL,Pediatrician,"Ibrahim Welfare Hospital, Cantt, Khanewal",Pediatrician
Dr. Asim Munir Alvi Consultant Endocrinologist,KHANEWAL,General Physician,"Medicare Hospital, Tipu Sultan Colony, Multan",General Physician
Dr. M Sanaullah Qureshi,KHANEWAL,General Physician,No Address Available,General Physician
Dr. Sohail Abbas,KHANEWAL,General Physician,No Address Available,General Physician
Dr. Muhammad Tahir Rashid,KHANEWAL,General Physician,No Address Available,General Physician
Dr. Muhammad Maaz Saleem,KHANEWAL,General Physician,"Fatima Clinic ( Khanewal), Chak Shahana Road, Khanewal",General Physician
Dr. Sumera Yousaf,KHANPUR,Dermatologist,"Abdullah Medical complex(Khanpur), Khanpur, Khanpur",Dermatologist
Dr. Seema Saad,KHANPUR,Gynecologist,"Hassan Hospital, ghana mandi road, Khanpur",Gynecologist
Dr. Kashif Ikram,KHANPUR,Urologist,"Hadi Surgimed Hospital, Satellite Town, Bahawalpur",Urologist
Dr. Muhammad Hakim Ali,KHANPUR,General Physician,"Fareed Ud Din Clinic, Khanpur, Rahim Yar Khan",General Physician
Dr. Zohaib Rasheed,KHANPUR,General Physician,"Shifa Welfare Hospital, Khanpur, Rahim Yar Khan",General Physician
Dr. Muhammad Aqeel,KHANPUR,General Physician,No Address Available,General Physician
Dr. Muhammad Jahanzaib Noor,KHANPUR,General Physician,No Address Available,General Physician
Dr. Farhat Iqbal,KHANPUR,General Physician,"Abdual Sattar Hospital, Link Road, Khanpur",General Physician
Dr. Sadaf Faheem,KHARIAN,Dermatologist,"Zahidi Hospital, Jandala, Bhimber",Dermatologist
Dr. Madiha Tanveer,KHARIAN,Gynecologist,No Address Available,Gynecologist
Dr. Afshan Hasan,KHARIAN,Gynecologist,"Murtaza Memorial Hospital, kharian, Kharian",Gynecologist
Dr. Nida Gul,KHARIAN,Gynecologist,No Address Available,Gynecologist
Dr. Faisal Abbas,KHARIAN,Orthopedic Surgeon,"Faisal Hospital and Orthopedic Center, Dinga Road, kharian",Orthopedic Surgeon
Dr. Ahsan Mahmood Mian,KHARIAN,Orthopedic Surgeon,"Al Rehman Gyne &amp; Surgical Hospital, GT Road, Kharian",Orthopedic Surgeon
Dr. Mamoon Aftab Ch,KHARIAN,Pediatrician,"Aftab Children Hospital, Main GT Road, kharian",Pediatrician
Dr. Naila Mujahid,KHARIAN,Pediatrician,"Afzal Child Care Clinic, kotla, Kotla Arab Ali Khan",Pediatrician
Dr. Mehrosh Zaheer,KHARIAN,General Physician,No Address Available,General Physician
Asst. Prof. Dr. Nabeel Shafi,KHUSHAB,Urologist,"Awan Hospital, Jauharabad, Khushab",Urologist
Dr. Muhammad Bilal Awan,KHUSHAB,Gastroenterologist,"Bhatti Hospital, Jauharabad, Khushab",Gastroenterologist
Dr. Zulfeqar Ali Bhatti,KHUSHAB,Gastroenterologist,"Bhatti Hospital, Jauharabad, Khushab",Gastroenterologist
Dr. Mohammad Tayab,KHUSHAB,General Physician,No Address Available,General Physician
Dr. Abdul Rehman,KHUSHAB,General Physician,No Address Available,General Physician
Dr. Badal Baloch,KHUZDAR,Orthopedic Surgeon,"Faisal medical complex, Hub-Balochistan, Khuzdar",Orthopedic Surgeon
Dr. Sami Shah,KHUZDAR,Ent Specialist,No Address Available,Ent Specialist
Dr. Ayesha Farooq,KOHAT,Dermatologist,"Behram Medical Center, Hangu,Khyber Pahktunkhwa, Kohat",Dermatologist
Dr. Maryiam Ahmad,KOHAT,Dermatologist,No Address Available,Dermatologist
Dr. Hassan Gul,KOHAT,"General Physician, Pulmonologist / Lung Specialist","DR HASSAN GUL CLINIC KDA, Khyber Pakhtunkhwa, Kohat","General Physician, Pulmonologist / Lung Specialist"
Dr. Basit Hussain,KOHAT,Orthopedic Surgeon,"Doctors Hospital (Kohat), Khyber Pakhtunkhwa, Kohat",Orthopedic Surgeon
Asst. Prof. Dr. Muhammad Kashif Afridi,KOHAT,Pediatrician,"Khyber Teaching Hospital, University Town, Peshawar",Pediatrician
Dr. Mujtaba Gul,KOHAT,Pediatrician,"Mehmood medical centre, Kachehri Chowk, Kohat",Pediatrician
Dr. Saqib Khan,KOHAT,Pediatrician,No Address Available,Pediatrician
Dr. Hassan Gul,KOHAT,"General Physician, Pulmonologist / Lung Specialist","DR HASSAN GUL CLINIC KDA, Khyber Pakhtunkhwa, Kohat","General Physician, Pulmonologist / Lung Specialist"
Dr. Muhammad Faisal,KOHAT,General Physician,"Sugar Hospital, Hayatabaad, Peshawar",General Physician
Dr. Wajid Ali Turi,KOHAT,General Physician,No Address Available,General Physician
Dr. Muhammad Imran,KOHAT,General Surgeon,No Address Available,General Surgeon
Dr. Ateeq Ur Rehman,KOHAT,Nephrologist,"Ibrahim Medical Complex, Kohat Cantt, Kohat",Nephrologist
Dr. Sara Mazhar,KOT-ADDU,Gynecologist,No Address Available,Gynecologist
Dr. Abdul Rahman,KOT-ADDU,Orthopedic Surgeon,"Al Noor Clinic, Near Pakeza Hotel, Kot Addu",Orthopedic Surgeon
Dr. Kamran Akbar,KOT-ADDU,Pediatrician,"Child Care Clinic, Railway Road, Kot Addu",Pediatrician
Dr. Sarfraz Younis,KOT-ADDU,Pediatrician,"Children Complex Multan Hospital, Qadirabad, Multan",Pediatrician
Dr. Muhammad Irfan Majeed,KOT-ADDU,Cardiologist,No Address Available,Cardiologist
Dr. Manazza Hanif,KOTLI,Gynecologist,No Address Available,Gynecologist
Dr. Muhammad Farid,KOTLI,Gastroenterologist,No Address Available,Gastroenterologist
Dr. Badar Munir,KOTLI,Orthopedic Surgeon,"Sarwar Jan Memorial Hospital, Housing scheme, Kotli",Orthopedic Surgeon
Dr. Saman Liaqat,KOTLI,Pediatrician,No Address Available,Pediatrician
Dr. Raees Ahmed,KOTLI,General Physician,"Thq Hospital, Sohawa, Sohawa",General Physician
Dr. Wajahat Akram,KOTLI,General Physician,No Address Available,General Physician
Dr. Bushra Firdous,LALAMUSA,Gynecologist,"Haji Gulzar Surgical Hospital, Lalamusa, Lalamusa",Gynecologist
Dr. Safeer Mukhtar,LALAMUSA,Family Medicine,No Address Available,Family Medicine
Dr. Abdul Haseeb,LALAMUSA,General Physician,"Sahara Hospital, Main Bazar, Lalamusa",General Physician
Dr. Faiza Muzahir,LALAMUSA,Nephrologist,No Address Available,Nephrologist
Dr. Naeem Ahmed Soomro,LARKANA,Dermatologist,"Irfan Hussain Medical Centre, Jail Road, Larkana",Dermatologist
Dr. Muneeba,LARKANA,Dermatologist,No Address Available,Dermatologist
Dr. Shoaib Ahmed,LARKANA,Neurologist,No Address Available,Neurologist
Dr. Irfana Abbasi,LARKANA,Neurologist,No Address Available,Neurologist
Dr. Noshaba Nafees Abro,LARKANA,Gynecologist,"Mir Medical Center, LARKANA, Larkana",Gynecologist
Asst. Prof. Dr. Shabana Soomro,LARKANA,Gynecologist,"Irfan Hussain Medical Centre, Jail Road, Larkana",Gynecologist
Dr. Marvi Qazi,LARKANA,Gynecologist,No Address Available,Gynecologist
Asst. Prof. Dr. Fozia Chandio,LARKANA,Gynecologist,No Address Available,Gynecologist
Dr. Reema Rizwan,LARKANA,Gynecologist,"United Medical Center Larkana, Jail Road, Larkana",Gynecologist
Dr. Seema Ashfaque,LARKANA,Gynecologist,No Address Available,Gynecologist
Asst. Prof. Dr. Naveed Ahmed,LARKANA,Urologist,"ali hospital larkana, wagan road, Larkana",Urologist
Dr. Mahesh Kumar,LARKANA,Gastroenterologist,"Almas Medical Complex Larkana Hospital, Railway Colony, Larkana",Gastroenterologist
Dr. Asif Ali Shaikh,LARKANA,Orthopedic Surgeon,"New Sarfraz Medical Centre, Jail Road, Larkana",Orthopedic Surgeon
Dr. Afzal Bhutto,LARKANA,Orthopedic Surgeon,No Address Available,Orthopedic Surgeon
Dr. Kartar Lal Dodai,LARKANA,Pediatrician,"Dodai Clinic, LARKANA, Larkana",Pediatrician
Prof. Dr. Kouro Mal Gurbakhshani,LARKANA,General Physician,"Dr Kouro Mal Clinic, Doctors Colony VIP Road, Larkana",General Physician
Dr. Arshad Ali Bhutto,LARKANA,"Internal Medicine Specialist, General Physician, Rheumatologist, Diabetologist","Mehran Medical Centre, Wakeel Colony, Larkana","Internal Medicine Specialist, General Physician, Rheumatologist, Diabetologist"
Dr. Imran Ali,LARKANA,General Physician,No Address Available,General Physician
Dr. Sayed Parvez Ali Shah,LARKANA,General Physician,No Address Available,General Physician
Dr. Abdul Mueed Shaikh,LARKANA,General Physician,No Address Available,General Physician
Dr. Ashfaque Ahmed,LARKANA,General Physician,"Shaheed Benazir Bhutto Medical University Hospital, Bakrani, Larkana",General Physician
Dr. Romana Wazir,LARKANA,General Physician,No Address Available,General Physician
Dr. Kailash Tabrani,LARKANA,General Physician,"New Sarfraz Medical Centre, Jail Road, Larkana",General Physician
Dr. Aisha Kiran,LARKANA,General Physician,No Address Available,General Physician
Dr. Iqra Shabir,LARKANA,General Physician,No Address Available,General Physician
Dr. Rohat Lal,LARKANA,General Physician,"Shaheed Benazir Bhutto Medical University Hospital, Bakrani, Larkana",General Physician
Dr. Rameez Aziz,LARKANA,Nephrologist,"ali hospital larkana, wagan road, Larkana",Nephrologist
Dr. Sana Aslam,LAYYAH,Dermatologist,No Address Available,Dermatologist
Dr. Iqra Khaliq,LAYYAH,Dermatologist,No Address Available,Dermatologist
Dr. Ammara Zaib,LAYYAH,Gynecologist,No Address Available,Gynecologist
Dr. Eizaz Ahmad,LAYYAH,Gynecologist,"Surgicare Hospital &amp; Maternity Center, Karor Lal Eason, Layyah",Gynecologist
Dr. Aroosa Manzoor,LAYYAH,Gynecologist,No Address Available,Gynecologist
Dr. Saif Ullah Sumra,LAYYAH,"Gastroenterologist, Hepatologist","Liver and Gastro Care Clinic Layyah, Link road, opposite to DHQ, Layyah","Gastroenterologist, Hepatologist"
Dr. Munir Ahmed Khan,LAYYAH,Orthopedic Surgeon,"Qadir Ali Hospital, Layyah,Punjab, Layyah",Orthopedic Surgeon
Dr. Muhammad Kashif Imran,LAYYAH,Pediatrician,No Address Available,Pediatrician
Dr. Muhammad Afzal Khan,LAYYAH,"Pediatrician, Neonatologist",No Address Available,"Pediatrician, Neonatologist"
Dr. Ibtasam Ahmad,LAYYAH,General Physician,No Address Available,General Physician
Dr. Irfan Rashid,LAYYAH,General Physician,"Dhq Hospital, Officers Colony, Layyah",General Physician
Dr. Muhammad Umair Gul,LAYYAH,General Physician,"Doctor umair, Fateh Pur, Layyah",General Physician
Dr. Muhammad Faisal Aziz,LAYYAH,General Physician,No Address Available,General Physician
Dr. Ameer Hussain Shah,LAYYAH,General Physician,"Gillani Health Clinic, Kalma Chowk, Layyah",General Physician
Dr. Malik Irfan Majeed Khokhar,LAYYAH,General Physician,No Address Available,General Physician
Dr. Sheharyar Ali Khan,LAYYAH,General Physician,No Address Available,General Physician
Dr. Maryam Imam,LAYYAH,General Physician,"Thq Hospital, Kot Sultan, Layyah",General Physician
Dr. Asif Javaid,LAYYAH,General Physician,No Address Available,General Physician
Dr. Faryal Aslam,LAYYAH,General Physician,No Address Available,General Physician
Dr. Umar Farooq,LAYYAH,General Physician,"Dhq Hospital, Officers Colony, Layyah",General Physician
Dr. Imtiaz Awan,LAYYAH,Neuro Surgeon,"Qadir Ali Hospital, Layyah,Punjab, Layyah",Neuro Surgeon
Dr. Muhammad Shoaib Younas,LODHRAN,Dermatologist,No Address Available,Dermatologist
Dr. Amir Bashir,LODHRAN,Dermatologist,No Address Available,Dermatologist
Dr. Shumaila Riaz,LODHRAN,Gynecologist,No Address Available,Gynecologist
Dr. Jawaria Rasheed,LODHRAN,Gynecologist,"Rasheed Surgical Hospital, Lodhran, Lodhran",Gynecologist
Dr. Muhammad Shahid Sharif,LODHRAN,Urologist,No Address Available,Urologist
Dr. Farhan Ali,LODHRAN,Urologist,"Al-Shifa Eye Clinic &amp; General Hospital, Jalalpur Mor, Lodhran",Urologist
Dr. Mazhar Bashir Choudray,LODHRAN,Orthopedic Surgeon,No Address Available,Orthopedic Surgeon
Dr. Ghulam Nabi Chaudhary,LODHRAN,Orthopedic Surgeon,"Ghulam Nabi Chaudhary Clinic, Gala Mandi, Lodhran",Orthopedic Surgeon
Dr. Muhammad Taimur Ali,LODHRAN,Pediatrician,No Address Available,Pediatrician
Dr. Inam Tanveer,LODHRAN,General Physician,No Address Available,General Physician
Dr. Arshia Zainab,LODHRAN,General Physician,"Al-Rehman Hospital, Purana Mailsi Rd,, Lodhran",General Physician
Dr. Ata Ullah,LODHRAN,General Surgeon,"Shamin hospital and surgical complex, Kahror Pakka, Lodhran",General Surgeon
Dr. Ghazanfar Abbas,LODHRAN,General Physician,"Al Shafi Clinic, Shujaabad, Multan",General Physician
Dr. Sana Ali,LODHRAN,Radiologist,No Address Available,Radiologist
Dr. Syed Zain Abbas,LODHRAN,General Physician,"Dhq Hospital Lodhran, South Chak, Lodhran",General Physician
Asst. Prof. Dr. Shoaib Manzoor,LODHRAN,Nephrologist,"Manzoor Kidney Centrer, Railway Chowk, Lodhran",Nephrologist
Dr. Abdul Qadeer,LODHRAN,Eye Surgeon,"Al-Shifa Eye Clinic &amp; General Hospital, Jalalpur Mor, Lodhran",Eye Surgeon
Asst. Prof. Dr. Habibullah Kibzai,LORALAI,Pulmonologist / Lung Specialist,"Dr Sardar Clinic, loralai, Loralai",Pulmonologist / Lung Specialist
Asst. Prof. Dr. Muhammad Amin Kakar,LORALAI,"Eye Surgeon, Eye Specialist","Kadir General &amp; Eye Care Center, Tehsil Road, Loralai","Eye Surgeon, Eye Specialist"
Dr. Afsar Khan,MALAKAND,Gastroenterologist,"Shifa Hospital, Malakand Division, Malakand",Gastroenterologist
